,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,clusters,cluster
1032,Floor is Lava,SHOW,2020,TV-Y7,30,['reality'],United States of America (the),2,tt12370124,5.3,2135,0,light pink
1033,Detention,SHOW,2020,TV-MA,49,"['drama', 'horror', 'thriller']",Taiwan (Province of China),1,tt13175760,6.3,496,0,light pink
1034,Kengan Ashura,SHOW,2019,TV-MA,24,"['animation', 'action', 'sport']",Japan,2,tt9058134,8,4719,0,light pink
1035,Abyss,SHOW,2019,TV-14,61,"['scifi', 'crime', 'fantasy', 'romance', 'comedy']",Korea (the Republic of),1,tt10055734,7.1,2131,0,light pink
1036,The Trials of Gabriel Fernandez,SHOW,2020,TV-MA,55,"['crime', 'documentation']",United States of America (the),1,tt11822998,8.1,10982,0,light pink
1037,Gameboys,SHOW,2020,TV-14,22,"['drama', 'comedy', 'romance']",Philippines (the),2,tt12508898,8.5,1066,0,light pink
1038,Black Space,SHOW,2020,TV-MA,46,"['crime', 'drama', 'thriller']",Israel,2,tt13660638,6.7,1758,0,light pink
1039,Spinning Out,SHOW,2020,TV-MA,50,"['drama', 'sport']",United States of America (the),1,tt9117054,7.6,13692,0,light pink
1040,Dolly Parton's Heartstrings,SHOW,2019,TV-14,67,"['drama', 'comedy', 'music']",United States of America (the),1,tt8509922,7.6,2107,0,light pink
1041,The Bonfire of Destiny,SHOW,2019,TV-MA,50,"['drama', 'history']",France,1,tt9050352,7.6,4442,0,light pink
1042,Indian Matchmaking,SHOW,2020,TV-14,35,"['reality', 'documentation', 'romance']",India,1,tt12580168,6.2,3049,0,light pink
1043,High Seas,SHOW,2019,TV-MA,45,"['drama', 'crime', 'comedy']",Spain,4,tt8961508,6.8,7154,0,light pink
1044,Julie and the Phantoms,SHOW,2020,TV-G,2,"['scifi', 'music', 'comedy', 'drama', 'family', 'fantasy', 'documentation']",United States of America (the),1,tt10183988,8.4,9461,0,light pink
1045,Someone Has to Die,SHOW,2020,TV-MA,50,"['crime', 'drama', 'thriller']",Mexico,1,tt10311932,6.3,4718,0,light pink
1046,The Uncanny Counter,SHOW,2020,TV-14,64,"['drama', 'action', 'fantasy', 'horror']",Korea (the Republic of),1,tt13273826,8,5552,0,light pink
1047,Self Made: Inspired by the Life of Madam C.J. Walker,SHOW,2020,TV-MA,47,"['drama', 'history']",United States of America (the),1,tt8771910,7.3,11586,0,light pink
1048,V Wars,SHOW,2019,TV-MA,42,"['scifi', 'drama', 'horror']",United States of America (the),1,tt7403736,6.1,13531,0,light pink
1049,The Naked Director,SHOW,2019,TV-MA,51,"['drama', 'comedy']",Japan,2,tt10477528,7.7,6052,0,light pink
1050,The Baby-Sitters Club,SHOW,2020,TV-G,27,"['family', 'comedy', 'drama']",United States of America (the),2,tt8690518,7.3,3786,0,light pink
1051,The Letter for the King,SHOW,2020,TV-PG,47,"['fantasy', 'action', 'family', 'scifi']",United Kingdom of Great Britain and Northern Ireland (the),1,tt8741648,5.9,7376,0,light pink
1052,Black Dog,SHOW,2019,TV-14,80,['drama'],Korea (the Republic of),1,tt11377920,7.7,129,0,light pink
1053,Tiny Pretty Things,SHOW,2020,TV-MA,56,"['thriller', 'drama']",United States of America (the),1,tt10767748,5.9,9115,0,light pink
1054,No Good Nick,SHOW,2019,TV-PG,30,"['comedy', 'drama', 'family']",United States of America (the),2,tt9039142,6,2843,0,light pink
1055,Persona,SHOW,2019,TV-MA,22,['drama'],Korea (the Republic of),2,tt10027990,6.6,1164,0,light pink
1056,BNA,SHOW,2020,TV-14,23,"['scifi', 'animation', 'action', 'fantasy']",Japan,1,tt12013558,7.2,2478,0,light pink
1057,Carmen Sandiego,SHOW,2019,TV-Y7,23,"['action', 'crime', 'animation', 'thriller', 'family']",United States of America (the),4,tt7042146,7.9,5557,0,light pink
1058,The Liberator,SHOW,2020,TV-MA,49,"['animation', 'action', 'drama', 'war']",United States of America (the),1,tt9308682,7.6,5942,0,light pink
1059,Trial by Media,SHOW,2020,TV-MA,62,"['crime', 'documentation']",United States of America (the),1,tt11963042,7.1,3096,0,light pink
1060,Connected,SHOW,2020,TV-14,44,"['documentation', 'comedy']",United States of America (the),1,tt12753692,7.5,1704,0,light pink
1061,Love Alarm,SHOW,2019,TV-MA,49,"['scifi', 'romance', 'comedy', 'drama']",Korea (the Republic of),2,tt9145880,6.8,5262,0,light pink
1062,The Eddy,SHOW,2020,TV-MA,58,"['drama', 'music', 'thriller']",France,1,tt7322210,7.1,2908,0,light pink
1063,Love & Anarchy,SHOW,2020,TV-MA,29,"['comedy', 'drama', 'romance']",Sweden,2,tt10888876,7.4,7896,0,light pink
1064,The Mess You Leave Behind,SHOW,2020,TV-MA,45,"['thriller', 'crime', 'drama']",Spain,1,tt9731242,6.8,8848,0,light pink
1065,Carole & Tuesday,SHOW,2019,TV-PG,23,"['scifi', 'music', 'animation', 'drama']",Japan,1,tt8107988,7.8,1979,0,light pink
1066,Vampires,SHOW,2020,TV-MA,40,"['scifi', 'drama', 'fantasy', 'horror']",France,1,tt11829316,5.6,1234,0,light pink
1067,The Trial,SHOW,2019,TV-MA,50,"['crime', 'thriller', 'drama']",Italy,1,tt10549212,7.2,3032,0,light pink
1068,Killer Ratings,SHOW,2019,TV-MA,50,"['documentation', 'crime']",Brazil,1,tt10243692,7.6,1671,0,light pink
1069,Japan Sinks: 2020,SHOW,2020,TV-MA,26,"['action', 'scifi', 'animation', 'drama']",Japan,1,tt12031040,6.4,2922,0,light pink
1070,Lenox Hill,SHOW,2020,TV-MA,50,['documentation'],United States of America (the),1,tt12190580,8.7,2276,0,light pink
1071,The Alcàsser Murders,SHOW,2019,TV-MA,61,"['documentation', 'crime']",Spain,1,tt8035424,7.1,2127,0,light pink
1072,The Possessed,SHOW,2020,TV-MA,9,"['thriller', 'horror']",Korea (the Republic of),1,tt12929796,5.7,882,0,light pink
1073,Kevin Hart: Don't F**k This Up,SHOW,2019,TV-MA,40,['documentation'],United States of America (the),1,tt11313054,6.4,2009,0,light pink
1074,Touch Your Heart,SHOW,2019,TV-MA,63,"['comedy', 'drama', 'romance']",Korea (the Republic of),1,tt9466990,7.7,3046,0,light pink
1075,Vagabond,SHOW,2019,TV-MA,61,"['drama', 'action', 'thriller', 'romance']",Korea (the Republic of),1,tt8523042,8.2,7544,0,light pink
1076,Love 101,SHOW,2020,TV-14,46,"['comedy', 'drama', 'romance']",Turkey,2,tt10516352,7.5,13797,0,light pink
1077,Lovestruck in the City,SHOW,2020,TV-14,30,"['drama', 'romance']",Korea (the Republic of),1,tt13394544,7.7,2129,0,light pink
1078,Hospital Playlist,SHOW,2020,TV-14,90,"['comedy', 'drama']",Korea (the Republic of),2,tt11769304,8.8,4836,0,light pink
1079,How to Fix a Drug Scandal,SHOW,2020,TV-MA,53,"['crime', 'documentation']",United States of America (the),1,tt11958942,7,3232,0,light pink
1080,Dream Home Makeover,SHOW,2020,TV-G,27,['reality'],United States of America (the),2,tt13161310,5.5,1078,0,light pink
1081,Ricky Zoom,SHOW,2019,TV-Y,12,"['animation', 'family']",China,2,tt10932166,6.3,90,0,light pink
1082,The Barrier,SHOW,2020,TV-MA,52,"['scifi', 'fantasy', 'thriller', 'action', 'drama', 'war']",Spain,1,tt9460858,6.8,3447,0,light pink
1083,Ashley Garcia: Genius in Love,SHOW,2020,TV-PG,30,['comedy'],United States of America (the),3,tt10380934,6.8,1183,0,light pink
1084,The Playbook,SHOW,2020,TV-MA,44,"['documentation', 'sport']",United States of America (the),1,tt12930602,7.4,1360,0,light pink
1085,Family Business,SHOW,2019,TV-MA,47,"['comedy', 'family']",France,3,tt10423460,7.4,3907,0,light pink
1086,We Are the Champions,SHOW,2020,TV-MA,29,['documentation'],United States of America (the),1,tt12409154,7.1,1379,0,light pink
1087,My First First Love,SHOW,2019,TV-PG,52,['drama'],Korea (the Republic of),2,tt8995604,7.5,2163,0,light pink
1088,Alien Worlds,SHOW,2020,TV-PG,44,"['documentation', 'animation', 'scifi']",United Kingdom of Great Britain and Northern Ireland (the),1,tt13464340,6.5,3509,0,light pink
1089,AJ and the Queen,SHOW,2020,TV-14,52,"['comedy', 'drama']",United States of America (the),1,tt8404094,7.4,7961,0,light pink
1090,"Breakfast, Lunch & Dinner",SHOW,2019,TV-MA,44,['documentation'],United States of America (the),1,tt10681670,6.7,1045,0,light pink
1091,Mythomaniac,SHOW,2019,TV-MA,46,"['comedy', 'drama']",France,2,tt10677432,6.7,1274,0,light pink
1092,The American Barbecue Showdown,SHOW,2020,TV-G,43,['reality'],United States of America (the),1,tt12938472,7.1,1151,0,light pink
1093,History 101,SHOW,2020,TV-PG,22,"['documentation', 'history']",United Kingdom of Great Britain and Northern Ireland (the),1,tt11958648,6.8,4031,0,light pink
1094,Lunatics,SHOW,2019,TV-MA,36,['comedy'],United States of America (the),1,tt8164794,6.6,3136,0,light pink
1095,Chef's Table: BBQ,SHOW,2020,TV-14,45,['documentation'],United States of America (the),1,tt12917170,7.8,981,0,light pink
1096,Schulz Saves America,SHOW,2020,TV-MA,17,['comedy'],United States of America (the),1,tt13607518,7.3,1069,0,light pink
1097,Criminal: Germany,SHOW,2019,TV-MA,44,"['drama', 'crime']",Germany,1,tt10986056,7.7,5108,0,light pink
1098,Heaven Official's Blessing,SHOW,2020,TV-14,24,"['action', 'scifi', 'animation']",China,1,tt13375866,8.3,1349,0,light pink
1099,Girls from Ipanema,SHOW,2019,TV-MA,57,"['drama', 'romance']",Brazil,2,tt8001788,7.8,3423,0,light pink
1100,Glow Up: Britain's Next Make-Up Star,SHOW,2019,TV-14,54,['reality'],United Kingdom of Great Britain and Northern Ireland (the),4,tt9680524,6.8,1975,0,light pink
1101,Dragons: Rescue Riders,SHOW,2019,TV-Y,24,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']",United States of America (the),2,tt10687134,5.9,304,0,light pink
1102,My Perfect Landing,SHOW,2020,TV-G,25,['family'],Canada,1,tt10268080,6.6,161,0,light pink
1103,The Crowned Clown,SHOW,2019,TV-14,75,"['action', 'history', 'romance', 'drama']",Korea (the Republic of),1,tt9266592,8,880,0,light pink
1104,Mr. Iglesias,SHOW,2019,TV-14,29,['comedy'],United States of America (the),3,tt8403536,7.1,6703,0,light pink
1105,Crime Diaries: Night Out,SHOW,2019,TV-MA,45,['crime'],Mexico,1,tt10242266,7.3,850,0,light pink
1106,Awake: The Million Dollar Game,SHOW,2019,TV-PG,42,['reality'],United States of America (the),1,tt10370956,5.9,759,0,light pink
1107,Oktoberfest: Beer & Blood,SHOW,2020,TV-MA,48,"['drama', 'history', 'thriller']",Germany,1,tt10244612,6.8,2119,0,light pink
1108,SAINT SEIYA: Knights of the Zodiac,SHOW,2019,TV-14,25,"['scifi', 'action', 'animation', 'fantasy']",Japan,2,tt6908976,4.5,1808,0,light pink
1109,Hache,SHOW,2019,TV-MA,45,"['crime', 'drama', 'thriller']",Spain,2,tt8575476,6.5,1610,0,light pink
1110,LEGO Marvel Avengers: Climate Conundrum,SHOW,2020,TV-Y7,22,"['action', 'animation']",United States of America (the),1,tt13783758,6.6,65,0,light pink
1111,The Chosen One,SHOW,2019,TV-MA,27,"['thriller', 'drama']",Brazil,2,tt9048368,5.7,661,0,light pink
1112,Carmel: Who Killed Maria Marta?,SHOW,2020,TV-14,58,"['crime', 'documentation']",Argentina,1,tt13244092,7,2375,0,light pink
1113,Morphle,SHOW,2019,TV-Y,6,"['animation', 'family']",United Kingdom of Great Britain and Northern Ireland (the),5,tt10087694,5.1,77,0,light pink
1114,Women of the Night,SHOW,2019,TV-MA,47,"['crime', 'drama']",Netherlands (the),2,tt7785420,6.3,871,0,light pink
1115,100 Humans: Life's Questions. Answered.,SHOW,2020,TV-14,37,"['documentation', 'reality']",United States of America (the),1,tt11823088,5.7,3958,0,light pink
1116,Nobody's Looking,SHOW,2019,TV-MA,20,"['comedy', 'drama', 'fantasy']",Brazil,1,tt11131980,7.7,1956,0,light pink
1117,(Un)Well,SHOW,2020,TV-MA,52,"['reality', 'documentation']",United States of America (the),1,tt12759384,6.4,1041,0,light pink
1118,The Last Word,SHOW,2020,TV-MA,45,"['comedy', 'drama']",Germany,1,tt10506510,7,948,0,light pink
1119,The Innocence Files,SHOW,2020,TV-MA,64,"['documentation', 'crime', 'drama']",United States of America (the),1,tt11958922,8,2622,0,light pink
1120,Mortel,SHOW,2019,TV-MA,52,"['fantasy', 'horror', 'scifi', 'crime', 'drama']",France,2,tt8403570,6.5,1390,0,light pink
1121,Next in Fashion,SHOW,2020,TV-14,51,['reality'],United States of America (the),1,tt10394770,7.3,3572,0,light pink
1122,Losers,SHOW,2019,TV-MA,8,"['documentation', 'sport', 'comedy', 'european']",United Kingdom of Great Britain and Northern Ireland (the),1,tt9817218,7.6,1741,0,light pink
1123,Kota Factory,SHOW,2019,TV-MA,42,"['drama', 'comedy']",India,2,tt9432978,9.3,66985,3,dark pruple
1124,1994,SHOW,2019,TV-MA,178,"['documentation', 'history']",Mexico,1,tt10243640,7.5,514,0,light pink
1125,The School Nurse Files,SHOW,2020,TV-14,51,"['scifi', 'comedy', 'drama', 'fantasy']",Korea (the Republic of),1,tt12879522,6.4,1147,0,light pink
1126,Monarca,SHOW,2019,TV-MA,44,['drama'],Mexico,2,tt8655736,7.8,3210,0,light pink
1127,Les de l'hoquei,SHOW,2019,TV-MA,50,"['sport', 'drama']",Spain,2,tt9486226,6.8,429,0,light pink
1128,La Línea: Shadow of Narco,SHOW,2020,TV-MA,30,"['crime', 'documentation']",Spain,1,tt12875794,6.4,386,0,light pink
1129,Gigantosaurus,SHOW,2019,TV-G,13,['animation'],France,3,tt9636800,6.9,159,0,light pink
1130,Family Reunion,SHOW,2019,TV-PG,29,"['family', 'comedy']",United States of America (the),5,tt9153270,6.4,2576,0,light pink
1131,Record of Youth,SHOW,2020,TV-14,73,"['drama', 'romance']",Korea (the Republic of),1,tt12850322,7.3,2278,0,light pink
1132,You Cannot Hide,SHOW,2019,TV-MA,45,"['action', 'crime']",Mexico,1,tt10367990,6.4,1098,0,light pink
1133,The Minions of Midas,SHOW,2020,TV-MA,53,"['crime', 'drama', 'thriller']",Spain,1,tt10147520,6.6,4065,0,light pink
1134,Osmosis,SHOW,2019,TV-MA,42,"['scifi', 'romance']",France,1,tt7043380,5.8,3003,0,light pink
1135,Drug Squad: Costa del Sol,SHOW,2019,TV-MA,68,"['action', 'thriller', 'drama', 'romance']",Spain,1,tt8478108,6.8,554,0,light pink
1136,Twelve Forever,SHOW,2019,TV-PG,22,"['animation', 'action', 'comedy', 'family', 'fantasy']",United States of America (the),1,tt8009622,6.6,664,0,light pink
1137,Jinn,SHOW,2019,TV-14,32,"['scifi', 'drama', 'fantasy', 'horror', 'thriller']",Jordan,1,tt10751504,3.5,10043,0,light pink
1138,Always a Witch,SHOW,2019,TV-14,40,"['scifi', 'drama', 'fantasy']",Colombia,2,tt8001250,6.3,2406,0,light pink
1139,My Holo Love,SHOW,2020,TV-14,57,"['scifi', 'drama', 'romance']",Korea (the Republic of),1,tt11058644,7.6,2401,0,light pink
1140,Yankee,SHOW,2019,TV-MA,40,['drama'],Mexico,1,tt9046782,5.9,687,0,light pink
1141,Seis Manos,SHOW,2019,TV-MA,26,"['drama', 'fantasy', 'animation', 'action', 'crime']",United States of America (the),1,tt10106108,7.1,1573,0,light pink
1142,Apache: The Life of Carlos Tevez,SHOW,2019,TV-MA,45,"['drama', 'sport', 'thriller', 'crime']",Argentina,1,tt10715172,7.3,1582,0,light pink
1143,You vs. Wild,SHOW,2019,TV-PG,20,"['action', 'reality']",United States of America (the),2,tt10044952,6.6,2570,0,light pink
1144,Immigration Nation,SHOW,2020,TV-MA,62,['documentation'],United States of America (the),1,tt12754910,7.4,1096,0,light pink
1145,The Stranded,SHOW,2019,TV-MA,49,"['drama', 'action']",Thailand,1,tt9310400,6.2,1241,0,light pink
1146,Who Killed Malcolm X?,SHOW,2019,TV-MA,45,"['crime', 'history', 'documentation']",United States of America (the),1,tt10948316,7.5,2125,0,light pink
1147,Pandemic: How to Prevent an Outbreak,SHOW,2020,TV-14,49,['documentation'],United States of America (the),1,tt11497904,6.3,2759,0,light pink
1148,Luna Nera,SHOW,2020,TV-MA,45,"['drama', 'fantasy', 'thriller', 'scifi']",Italy,1,tt8403622,6,2883,0,light pink
1149,Reality Z,SHOW,2020,TV-MA,31,"['comedy', 'horror', 'scifi']",Brazil,1,tt10241238,5.6,2437,0,light pink
1150,The Least Expected Day: Inside the Movistar Team 2019,SHOW,2020,TV-MA,31,"['documentation', 'sport']",Spain,3,tt12048124,7.4,756,0,light pink
1151,Delhi Crime,SHOW,2019,TV-MA,27,"['drama', 'crime']",India,1,tt9398466,8.5,18732,0,light pink
1152,Can You Hear Me?,SHOW,2019,TV-MA,22,"['drama', 'comedy']",Canada,3,tt9747016,7.6,688,0,light pink
1153,BREAK IT ALL: The History of Rock in Latin America,SHOW,2020,TV-MA,50,"['documentation', 'music']",Argentina,1,tt13570366,7.6,1215,0,light pink
1154,Queen Sono,SHOW,2020,TV-MA,89,"['drama', 'thriller', 'action', 'crime']",South Africa,2,tt9426290,5.9,1226,0,light pink
1155,The Great Heist,SHOW,2020,TV-MA,44,"['drama', 'thriller', 'crime']",Colombia,1,tt12624844,7.3,2528,0,light pink
1156,Pup Academy,SHOW,2019,TV-Y,26,['family'],United States of America (the),2,tt10302548,6.6,498,0,light pink
1157,The King's Avatar,SHOW,2019,TV-MA,36,"['action', 'fantasy']",China,1,tt10732794,8.2,1042,0,light pink
1158,World's Most Wanted,SHOW,2020,TV-14,45,"['crime', 'documentation']",United States of America (the),1,tt12753698,7.1,2481,0,light pink
1159,Street Food,SHOW,2019,TV-G,37,['documentation'],United States of America (the),2,tt10050778,7.9,2712,0,light pink
1160,Home Game,SHOW,2020,TV-MA,29,"['documentation', 'sport']",United States of America (the),1,tt12429046,7,841,0,light pink
1161,45 RPM,SHOW,2019,TV-MA,57,"['drama', 'music']",Spain,1,tt8987918,7.2,497,0,light pink
1162,Trailer Park Boys: The Animated Series,SHOW,2019,TV-MA,25,"['animation', 'comedy']",Canada,2,tt9814900,7.6,2854,0,light pink
1163,El Dragón: Return of a Warrior,SHOW,2019,TV-MA,53,"['action', 'drama']",United States of America (the),2,tt9281190,6.8,1853,0,light pink
1164,Malibu Rescue: The Series,SHOW,2019,TV-G,26,"['comedy', 'action', 'family']",United States of America (the),1,tt9098432,5.4,979,0,light pink
1165,Private Lives,SHOW,2020,,67,"['action', 'thriller', 'drama', 'crime', 'romance']",Korea (the Republic of),1,tt12560270,6.7,595,0,light pink
1166,7SEEDS,SHOW,2019,TV-MA,25,"['scifi', 'drama', 'animation', 'action', 'horror', 'romance']",Japan,2,tt9348718,6.3,1378,0,light pink
1167,Hyena,SHOW,2020,,60,"['drama', 'romance']",Korea (the Republic of),1,tt11534164,7.7,765,0,light pink
1168,Stolen Away,SHOW,2020,TV-14,48,"['thriller', 'action', 'crime', 'drama']",Spain,1,tt10064124,7.1,2314,0,light pink
1169,Hook,SHOW,2020,TV-MA,43,"['drama', 'romance', 'sport']",Thailand,1,tt12659696,6.5,25,0,light pink
1170,I Hear You,SHOW,2019,TV-14,45,"['drama', 'comedy', 'romance']",China,1,tt10327440,7.3,560,0,light pink
1171,Leila,SHOW,2019,TV-MA,46,"['war', 'scifi', 'drama']",India,1,tt7259274,4.7,8796,0,light pink
1172,Merry Happy Whatever,SHOW,2019,TV-PG,26,['comedy'],United States of America (the),1,tt9777322,6.4,4542,0,light pink
1173,Well-Intended Love,SHOW,2019,TV-14,43,"['drama', 'romance']",China,2,tt9886950,7.2,1433,0,light pink
1174,The Neighbor,SHOW,2019,TV-MA,30,"['comedy', 'action']",Spain,2,tt9731222,6.5,2125,0,light pink
1175,The Big Show Show,SHOW,2020,TV-PG,26,['comedy'],United States of America (the),1,tt10726356,6.3,2375,0,light pink
1176,Basketball or Nothing,SHOW,2019,TV-PG,0,"['documentation', 'sport']",United States of America (the),1,tt10698408,7.4,614,0,light pink
1177,Go! Live Your Way,SHOW,2019,TV-Y7,40,"['drama', 'comedy', 'romance']",Argentina,2,tt9654086,6.7,606,0,light pink
1178,Bad Boy Billionaires: India,SHOW,2020,TV-14,0,"['crime', 'documentation']",,1,tt12923630,7.9,3010,0,light pink
1179,Cannon Busters,SHOW,2019,TV-MA,24,"['scifi', 'action', 'animation', 'fantasy']",France,1,tt5066664,6.7,1172,0,light pink
1180,Million Dollar Beach House,SHOW,2020,TV-MA,28,['reality'],United States of America (the),1,tt12882136,4.2,804,0,light pink
