,title,type,release_year,runtime,genres,production_countries,seasons,imdb_score,imdb_votes
2467,Seth Rogen's Hilarity for Charity,MOVIE,2018,70,"['comedy', 'documentation']",['CA'],,5,2360
2468,Stree,MOVIE,2018,128,"['horror', 'comedy']",['IN'],,7.6,32814
2469,Wedding Unplanned,MOVIE,2017,94,"['comedy', 'romance', 'drama', 'european']",['FR'],,5.7,1610
2470,Stay Here,SHOW,2018,32,['reality'],['US'],1,7.4,1095
2471,Kantaro: The Sweet Tooth Salaryman,SHOW,2017,30,"['comedy', 'drama']",['JP'],1,7.6,791
2472,SWORDGAI The Animation,SHOW,2018,22,"['scifi', 'animation', 'action', 'fantasy', 'horror']",['JP'],2,5.8,907
2473,Beyond Stranger Things,SHOW,2017,21,['documentation'],['US'],1,7.4,1883
2474,44 Cats,SHOW,2018,15,"['action', 'comedy', 'family', 'music', 'animation']",['IT'],5,6.1,283
2475,Close Enemies,MOVIE,2018,111,"['drama', 'thriller', 'european']","['FR', 'BE']",,6.4,2607
2476,The Tree of Blood,MOVIE,2018,130,"['drama', 'european']",['ES'],,6.4,2934
2477,They'll Love Me When I'm Dead,MOVIE,2018,98,['documentation'],['US'],,7.4,4953
2478,Nappily Ever After,MOVIE,2018,100,"['comedy', 'drama', 'romance']",['US'],,6.4,9139
2479,Bomb Scared,MOVIE,2017,89,"['comedy', 'european']",['ES'],,5.7,2846
2480,Handsome: A Netflix Mystery Movie,MOVIE,2017,81,"['comedy', 'documentation']",['US'],,5.2,4465
2481,Dragon Pilot: Hisone and Masotan,SHOW,2018,24,"['scifi', 'drama', 'animation', 'fantasy']",['JP'],1,6.9,494
2482,Nailed It! Holiday!,SHOW,2018,36,['reality'],['US'],2,7.7,1086
2483,Lommbock,MOVIE,2017,102,"['comedy', 'european']",['DE'],,6.7,3647
2484,Terrace House: Opening New Doors,SHOW,2017,40,"['reality', 'drama']",['JP'],6,7.8,952
2485,Maktub,MOVIE,2017,100,"['drama', 'comedy']",['IL'],,7.3,2831
2486,Black Is Beltza,MOVIE,2018,88,"['thriller', 'animation', 'drama']",['ES'],,5.8,292
2487,The Legend of Cocaine Island,MOVIE,2018,87,['documentation'],['US'],,6.3,3287
2488,Mom,MOVIE,2017,147,"['crime', 'thriller', 'drama']",['IN'],,7.2,10320
2489,ReBoot: The Guardian Code,SHOW,2018,23,"['action', 'scifi', 'comedy', 'drama']",['CA'],2,3.8,1189
2490,Half Girlfriend,MOVIE,2017,135,"['romance', 'drama']",['IN'],,4.6,7090
2491,Neo Yokio,SHOW,2017,23,"['scifi', 'action', 'animation', 'comedy', 'fantasy']",['US'],2,5.9,3359
2492,Black,SHOW,2017,78,"['scifi', 'drama', 'action', 'thriller', 'horror', 'romance', 'crime', 'fantasy']",['KR'],2,8,3665
2493,The Motive,MOVIE,2017,104,"['drama', 'thriller', 'comedy', 'crime', 'european']","['MX', 'ES']",,6.5,5713
2494,Lady J,MOVIE,2018,110,"['romance', 'drama', 'european']",['FR'],,6.8,3306
2495,Right Here Right Now,MOVIE,2018,89,"['drama', 'music', 'comedy', 'european']",['DE'],,5.4,311
2496,Shéhérazade,MOVIE,2018,106,"['thriller', 'drama', 'romance', 'european']",['FR'],,7,2195
2497,Shepherds and Butchers,MOVIE,2017,106,"['drama', 'crime']","['US', 'DE', 'ZA']",,6.8,3460
2498,The Most Unknown,MOVIE,2018,92,['documentation'],['US'],,6.6,2067
2499,A Fortunate Man,MOVIE,2018,162,"['drama', 'romance', 'european']",['DK'],,7.2,6093
2500,LEGO Marvel Super Heroes: Guardians of the Galaxy - The Thanos Threat,MOVIE,2017,21,"['animation', 'fantasy', 'scifi', 'action', 'comedy']",['US'],,5.9,444
2501,Out of Thin Air,MOVIE,2017,85,"['crime', 'documentation']","['GB', 'IS']",,6.3,2271
2502,"Ron White: If You Quit Listening, I'll Shut Up",MOVIE,2018,63,['comedy'],['US'],,6.5,827
2503,Sir,MOVIE,2018,99,"['romance', 'drama', 'european']","['FR', 'IN']",,7.7,6893
2504,Secret Superstar,MOVIE,2017,150,"['drama', 'music']",['IN'],,7.9,24046
2505,Pope Francis: A Man of His Word,MOVIE,2018,96,"['documentation', 'european']","['IT', 'CH', 'VA', 'FR', 'DE']",,6.4,2240
2506,Demetri Martin: The Overthinker,MOVIE,2018,56,['comedy'],['US'],,7.2,1697
2507,Katt Williams: Great America,MOVIE,2018,60,['comedy'],['US'],,6.2,940
2508,Sahara,MOVIE,2017,86,"['comedy', 'family', 'romance', 'animation', 'drama', 'european']","['FR', 'CA']",,5.5,2778
2509,Budapest,MOVIE,2018,102,"['comedy', 'european']",['FR'],,5.4,2893
2510,El Camino Christmas,MOVIE,2017,97,"['crime', 'comedy', 'western']",['US'],,5.7,8519
2511,BuyBust,MOVIE,2018,127,"['thriller', 'action', 'drama', 'crime']",['PH'],,5.8,1874
2512,Patton Oswalt: Annihilation,MOVIE,2017,66,"['comedy', 'documentation']",['US'],,7.2,2367
2513,Super Monsters,SHOW,2017,12,"['animation', 'comedy', 'family', 'horror']",['CA'],3,6.3,411
2514,Ali's Wedding,MOVIE,2017,110,"['comedy', 'drama', 'romance']",['AU'],,6.9,4959
2515,Amy Schumer: The Leather Special,MOVIE,2017,57,['comedy'],['US'],,3,9753
2516,Aapla Manus,MOVIE,2018,132,"['thriller', 'drama']",['IN'],,7,922
2517,Bibi & Tina: Perfect Pandemonium,MOVIE,2017,110,"['fantasy', 'drama', 'family', 'comedy', 'european']",['DE'],,4,457
2518,Shot in the Dark,SHOW,2017,35,"['reality', 'documentation', 'thriller']",['US'],1,8,1770
2519,Castle and Castle,SHOW,2018,58,['drama'],['NG'],2,,
2520,Retablo,MOVIE,2018,95,['drama'],"['DE', 'NO', 'PE']",,7.5,1711
2521,The American Meme,MOVIE,2018,95,['documentation'],['US'],,6.8,17034
2522,Holy Goalie,MOVIE,2018,95,"['comedy', 'sport', 'european']",['ES'],,5.3,1603
2523,Burn Out,MOVIE,2018,107,"['thriller', 'crime', 'action', 'european']",['FR'],,6.2,3718
2524,The Tribe,MOVIE,2018,90,"['comedy', 'family', 'european']",['ES'],,5.8,2627
2525,Family Blood,MOVIE,2018,92,"['horror', 'thriller', 'drama']",['US'],,4.2,2934
2526,Time: The Kalief Browder Story,SHOW,2017,22,['documentation'],['US'],1,8.5,2641
2527,Barbie: Dolphin Magic,MOVIE,2017,63,['fantasy'],['CA'],,,
2528,Love and Fortune,SHOW,2018,69,"['drama', 'romance']",['JP'],1,7.3,547
2529,Drug Lords,SHOW,2018,45,['documentation'],['US'],2,6.8,1305
2530,Follow This,SHOW,2018,18,['documentation'],['US'],3,4.9,710
2531,Paprika,SHOW,2018,13,"['animation', 'family']",['US'],1,7.5,26
2532,Victim Number 8,SHOW,2018,30,"['drama', 'crime', 'fantasy', 'action', 'thriller']",['ES'],1,7,1994
2533,The Rise of Phoenixes,SHOW,2018,45,"['drama', 'history', 'romance']",['CN'],1,8.4,1477
2534,Break,MOVIE,2018,91,"['drama', 'comedy', 'european']",['FR'],,5.8,1144
2535,Unrequited Love,SHOW,2017,39,['drama'],['JP'],1,6.7,10
2536,First Match,MOVIE,2018,102,"['drama', 'sport']",['US'],,6.4,2242
2537,Point Blank,MOVIE,2017,86,"['action', 'thriller', 'crime', 'drama']",['US'],,5.7,14184
2538,The Warning,MOVIE,2018,93,"['fantasy', 'thriller', 'action', 'horror', 'crime', 'drama', 'european']",['ES'],,5.9,6278
2539,The Princess Switch,MOVIE,2018,101,"['romance', 'comedy', 'drama', 'family']",['US'],,6,27650
2540,Sanju,MOVIE,2018,161,"['drama', 'comedy']","['IN', 'US']",,7.7,52227
2541,LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,MOVIE,2018,22,"['fantasy', 'action', 'comedy', 'scifi', 'animation']",['US'],,5.6,551
2542,My Perfect Romance,MOVIE,2018,91,['romance'],['CA'],,4.6,3012
2543,The Drug King,MOVIE,2018,139,"['crime', 'drama', 'action']",['KR'],,6.2,3103
2544,Nigerian Prince,MOVIE,2018,104,"['thriller', 'crime', 'drama']","['US', 'NG']",,5.8,383
2545,Sun Dogs,MOVIE,2017,93,"['drama', 'fantasy', 'comedy']","['MX', 'US']",,6.2,2284
2546,A Witches' Ball,MOVIE,2017,90,"['fantasy', 'scifi', 'family', 'comedy']",['CA'],,5.2,376
2547,Ittefaq,MOVIE,2017,107,"['thriller', 'crime']",['IN'],,7.2,12095
2548,The Chase,MOVIE,2017,110,"['thriller', 'crime', 'drama']",['KR'],,6.6,2957
2549,Limitless,MOVIE,2017,59,['documentation'],['IN'],,,
2550,Eerie,MOVIE,2018,101,"['horror', 'thriller', 'crime', 'drama']","['SG', 'PH']",,4.6,2297
2551,Hymn of Death,SHOW,2018,45,"['drama', 'history', 'music', 'romance']",['KR'],1,7.6,1104
2552,Going for Gold,MOVIE,2018,89,"['drama', 'family', 'sport']",['AU'],,4.8,537
2553,Judwaa 2,MOVIE,2017,150,"['romance', 'action', 'comedy']",['IN'],,3.6,10517
2554,The Milk System,MOVIE,2018,90,"['documentation', 'european']","['DE', 'IT']",,7,525
2555,The Degenerates,SHOW,2018,28,['comedy'],['US'],2,6.2,666
2556,Motown Magic,SHOW,2018,17,"['animation', 'comedy', 'family', 'fantasy', 'music']",['US'],2,7.9,292
2557,Ronnie Coleman: The King,MOVIE,2018,93,['documentation'],['US'],,7,3730
2558,Nobody Speak: Trials of the Free Press,MOVIE,2017,95,"['documentation', 'european']","['NL', 'US']",,6.5,4092
2559,Titipo Titipo,SHOW,2018,18,['animation'],['KR'],2,6.6,19
2560,Blood Pact,SHOW,2018,60,"['drama', 'crime']",['BR'],1,6.7,140
2561,Bareilly Ki Barfi,MOVIE,2017,123,"['romance', 'comedy']",['IN'],,7.5,23011
2562,Lost Song,SHOW,2018,24,"['scifi', 'action', 'animation', 'drama', 'fantasy', 'music', 'romance']",['JP'],1,7,375
2563,Rapture,SHOW,2018,60,"['documentation', 'scifi', 'thriller', 'horror', 'music']",['US'],1,5.4,11
2564,Duck Duck Goose,MOVIE,2018,82,"['comedy', 'family', 'animation']",['CN'],,5.7,3686
2565,Revenger,MOVIE,2018,102,"['action', 'crime', 'thriller']",['KR'],,5.7,4252
2566,Larva Island,SHOW,2018,8,"['comedy', 'animation']","['KR', 'US']",2,6.6,416
2567,Little Boxes,MOVIE,2017,84,"['drama', 'comedy']",['US'],,5.9,1971
2568,Zac & Mia,SHOW,2017,20,['drama'],['US'],2,7.8,622
2569,Move,SHOW,2018,25,['documentation'],['US'],1,7.5,112
2570,Jerry Before Seinfeld,MOVIE,2017,62,"['comedy', 'documentation']",['US'],,7,5643
2571,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",MOVIE,2017,60,"['comedy', 'documentation']",['US'],,7.4,2868
2572,AMO,SHOW,2018,24,['crime'],['PH'],1,6.6,410
2573,Mustang Island,MOVIE,2017,86,"['comedy', 'drama']",['US'],,6.2,522
2574,The Laws of Thermodynamics,MOVIE,2018,100,"['romance', 'comedy', 'european']",['ES'],,6,2726
2575,Edge of Fear,MOVIE,2018,91,"['thriller', 'crime', 'action']",['US'],,4.5,3124
2576,Clean with Passion for Now,SHOW,2018,69,"['comedy', 'drama', 'romance']",['KR'],1,7,1246
2577,Nothing to Lose,MOVIE,2018,130,['drama'],['BR'],,2.3,23016
2578,Daughters of Destiny,SHOW,2017,0,['documentation'],['IN'],1,8.6,900
2579,Love Daily,SHOW,2018,18,"['drama', 'romance']",['US'],1,6.2,153
2580,Uncertain Glory,MOVIE,2017,115,"['drama', 'european']",['ES'],,6.2,943
2581,Expedition Happiness,MOVIE,2017,95,"['documentation', 'european']",['DE'],,5.9,4483
2582,Ari Shaffir: Double Negative,SHOW,2017,45,['comedy'],['US'],1,,
2583,Taramani,MOVIE,2017,150,"['drama', 'romance']",['IN'],,7.5,1605
2584,Step Sisters,MOVIE,2018,104,['comedy'],['US'],,5.4,4460
2585,Dovlatov,MOVIE,2018,126,['drama'],"['RU', 'RS', 'PL']",,6.4,1974
2586,Hot Sweet Sour,MOVIE,2017,102,"['romance', 'drama']",['TR'],,6.1,2450
2587,They've Gotta Have Us,SHOW,2018,59,['documentation'],['GB'],1,7.7,292
2588,SPF-18,MOVIE,2017,75,"['romance', 'drama', 'sport']",['US'],,3.2,5122
2589,Millennials,SHOW,2018,35,['drama'],['AR'],3,,
2590,Samouni Road,MOVIE,2018,129,"['documentation', 'animation', 'european']","['FR', 'IT']",,6.7,160
2591,My Birthday Song,MOVIE,2018,95,['thriller'],['IN'],,5.6,282
2592,ReMastered: Tricky Dick & The Man in Black,MOVIE,2018,58,"['documentation', 'music']",['US'],,7.1,1463
2593,Joe Rogan: Strange Times,MOVIE,2018,63,['comedy'],['US'],,7.3,4300
2594,Alaska Is a Drag,MOVIE,2017,83,['drama'],['US'],,6.5,386
2595,Rangoon,MOVIE,2017,167,"['war', 'history', 'drama', 'romance', 'action']",['IN'],,5.7,4690
2596,A Christmas Prince: The Royal Wedding,MOVIE,2018,101,"['romance', 'drama']",['US'],,5.3,10658
2597,72 Dangerous Animals: Asia,SHOW,2018,47,['documentation'],['US'],1,6.6,517
2598,Prince of Peoria,SHOW,2018,26,"['comedy', 'family']",['US'],2,5.7,471
2599,Something Huge,MOVIE,2017,86,"['comedy', 'european']",['ES'],,4.4,479
2600,Trevor Noah: Son of Patricia,MOVIE,2018,63,['comedy'],['US'],,7.3,3970
2601,Raising the Bar,MOVIE,2017,93,"['drama', 'family', 'documentation', 'sport']",['AU'],,5.5,1545
2602,Pup Star: Better 2Gether,MOVIE,2017,90,['family'],['US'],,4.4,234
2603,Jab Harry Met Sejal,MOVIE,2017,144,"['romance', 'comedy', 'drama']",['IN'],,5,20501
2604,Kuroko's Basketball the Movie: Last Game,MOVIE,2017,90,"['animation', 'drama', 'sport']",['JP'],,7.7,2445
2605,Tottaa Pataaka Item Maal,MOVIE,2018,107,['drama'],['IN'],,7.6,8051
2606,Pihu,MOVIE,2018,91,"['thriller', 'drama', 'family']",['IN'],,6.7,2411
2607,Isoken,MOVIE,2017,100,"['romance', 'drama', 'comedy']",['NG'],,6.6,306
2608,The Little Vampire 3D,MOVIE,2017,83,"['fantasy', 'horror', 'animation', 'comedy', 'family', 'european']","['GB', 'DE', 'DK', 'NL']",,5.4,1687
2609,Armed to the Teeth,MOVIE,2018,108,"['documentation', 'crime', 'thriller']",['MX'],,7.9,634
2610,Spyder,MOVIE,2017,145,"['thriller', 'action', 'crime']",['IN'],,6.3,10230
2611,Saving Capitalism,MOVIE,2017,73,['documentation'],['US'],,6.8,3157
2612,Yummy Mummies,SHOW,2017,41,"['reality', 'comedy']",['AU'],2,4,673
2613,Carbone,MOVIE,2017,104,"['thriller', 'crime', 'european']","['BE', 'FR']",,6.5,2550
2614,Ali Wong: Hard Knock Wife,MOVIE,2018,64,['comedy'],['US'],,7.3,4874
2615,The Last Shaman,MOVIE,2017,83,"['documentation', 'drama', 'family', 'european']","['GB', 'US', 'IL', 'IT', 'PE']",,6.6,1865
2616,Feminists: What Were They Thinking?,MOVIE,2018,86,['documentation'],['US'],,6.9,2196
2617,Dany Boon: Des Hauts-De-France,MOVIE,2018,90,"['comedy', 'european']",['FR'],,6.2,91
2618,Quién te cantará,MOVIE,2018,125,"['thriller', 'drama', 'music', 'european']","['FR', 'ES']",,6.9,2854
2619,Ponysitters Club,SHOW,2018,23,['family'],['US'],2,6,116
2620,Ashes of Love,SHOW,2018,43,"['drama', 'comedy', 'thriller', 'fantasy', 'romance']",['CN'],1,8.5,1875
2621,Barbra: The Music ... The Mem'ries ... The Magic!,MOVIE,2017,108,"['documentation', 'music']",['US'],,7.5,448
2622,72 Dangerous Animals: Latin America,SHOW,2017,43,['documentation'],"['AU', 'US']",1,6.5,559
2623,Russell Brand: Re:Birth,MOVIE,2018,63,['comedy'],['GB'],,6.5,1193
2624,Katherine Ryan: In Trouble,MOVIE,2017,63,['comedy'],['GB'],,7,2165
2625,Heroin(e),MOVIE,2017,39,['documentation'],['US'],,,
2626,Vai Anitta,SHOW,2018,40,"['documentation', 'reality']",['BR'],2,5.6,448
2627,Dancing Queen,SHOW,2018,41,"['reality', 'music']",['US'],1,6.9,1590
2628,The 3rd Eye,MOVIE,2017,107,"['horror', 'thriller', 'animation', 'drama', 'fantasy', 'european']",['ID'],,5.1,1373
2629,Small Crimes,MOVIE,2017,95,"['crime', 'drama', 'thriller']","['CA', 'US']",,5.8,7948
2630,Ee Nagaraniki Emaindi,MOVIE,2018,120,"['drama', 'comedy']",['IN'],,7.9,2817
2631,Gun City,MOVIE,2018,127,"['drama', 'history', 'thriller', 'action', 'crime', 'european']","['FR', 'ES']",,6.3,3819
2632,Accidentally In Love,SHOW,2018,29,"['comedy', 'drama', 'music', 'romance']",['CN'],1,7.6,1100
2633,Craig Ferguson: Tickle Fight,MOVIE,2017,66,['comedy'],['US'],,6.6,995
2634,El club de los buenos infieles,MOVIE,2018,90,"['comedy', 'european']",['ES'],,5.5,642
2635,The Joel McHale Show with Joel McHale,SHOW,2018,29,['comedy'],['US'],2,7.1,2378
2636,The Day I Met El Chapo: The Kate del Castillo Story,SHOW,2017,55,['documentation'],['MX'],1,6.8,1073
2637,Deidra & Laney Rob a Train,MOVIE,2017,92,"['drama', 'comedy', 'crime']",['US'],,6,1887
2638,Jagga Jasoos,MOVIE,2017,180,"['romance', 'action', 'comedy']",['IN'],,6.4,10092
2639,Candy Jar,MOVIE,2018,92,['comedy'],['US'],,5.8,4950
2640,Christmas Wedding Planner,MOVIE,2017,86,['romance'],['CA'],,4.3,5913
2641,Parmanu: The Story of Pokhran,MOVIE,2018,129,"['drama', 'history', 'action']",['IN'],,7.6,23771
2642,F.R.E.D.I.,MOVIE,2018,89,"['scifi', 'family']",['XX'],,4.9,1010
2643,"Roxanne, Roxanne",MOVIE,2017,98,"['drama', 'music']",['US'],,6.2,3173
2644,Rip Tide,MOVIE,2017,85,"['drama', 'family', 'action', 'thriller']",['AU'],,5.5,3421
2645,Jeff Dunham: Relative Disaster,MOVIE,2017,70,['comedy'],['IE'],,6.4,1274
2646,The Insomnia Club,MOVIE,2018,84,"['comedy', 'drama']",['MX'],,6.2,497
2647,Rodney Carrington: Here Comes the Truth,MOVIE,2017,66,"['comedy', 'documentation']",['XX'],,4.5,164
2648,Mariposa de barrio,SHOW,2017,46,['drama'],['US'],1,7.6,238
2649,ReMastered: Who Shot the Sheriff,MOVIE,2018,57,"['documentation', 'crime', 'history', 'music']",['US'],,6.9,1381
2650,Angela's Christmas,MOVIE,2017,30,"['family', 'animation']","['IE', 'CA']",,,
2651,What We Started,MOVIE,2018,70,"['documentation', 'music']",['US'],,7.1,2126
2652,Marc Maron: Too Real,MOVIE,2017,70,['comedy'],['US'],,7.2,1916
2653,Christina P: Mother Inferior,MOVIE,2017,59,['comedy'],['US'],,6.4,941
2654,Best.Worst.Weekend.Ever.,SHOW,2018,25,"['comedy', 'family']",['US'],1,6.4,297
2655,Baazaar,MOVIE,2018,140,"['drama', 'crime', 'thriller']",['IN'],,6.5,5270
2656,Getaway Plan,MOVIE,2017,105,"['thriller', 'crime', 'drama', 'action', 'european']",['ES'],,5.6,1850
2657,Bill Burr: Walk Your Way Out,MOVIE,2017,77,"['comedy', 'documentation']",['US'],,7.2,7123
2658,Samantha!,SHOW,2018,28,['comedy'],['BR'],2,6.6,513
2659,Trevor Noah: Afraid of the Dark,MOVIE,2017,68,['comedy'],['US'],,7.2,5121
2660,The Plagues of Breslau,MOVIE,2018,93,"['crime', 'thriller', 'action', 'european']",['PL'],,5.9,4942
2661,Period. End of Sentence.,MOVIE,2018,26,['documentation'],['US'],,,
2662,Qarib Qarib Singlle,MOVIE,2017,125,"['drama', 'romance', 'comedy']",['IN'],,7.1,8203
2663,Joy,MOVIE,2018,99,"['drama', 'european']",['AT'],,6.6,1293
2664,On Children,SHOW,2018,100,"['drama', 'family', 'scifi']",['TW'],1,7.2,380
2665,Forgive Us Our Debts,MOVIE,2018,104,"['drama', 'european']","['PL', 'CH', 'AL', 'IT']",,6.2,1573
2666,Derren Brown: Miracle,MOVIE,2018,73,['documentation'],['GB'],,6.5,1031
2667,Legend Quest,SHOW,2017,26,"['animation', 'comedy', 'fantasy']",['MX'],1,7.3,446
2668,Trailer Park Boys: Out of the Park: USA,SHOW,2017,29,['comedy'],['CA'],1,,
2669,Angamaly Diaries,MOVIE,2017,132,"['action', 'drama', 'comedy', 'thriller']",['IN'],,8,5901
2670,Perú: Tesoro Escondido,MOVIE,2017,76,['documentation'],['PE'],,6.1,515
2671,The Curious Creations of Christine McConnell,SHOW,2018,27,"['reality', 'comedy', 'horror']",['US'],1,7.7,2391
2672,Dry Martina,MOVIE,2018,95,"['drama', 'comedy']","['CL', 'AR']",,5.8,965
2673,Sara's Notebook,MOVIE,2018,115,"['thriller', 'drama', 'european']",['ES'],,5.9,2699
2674,Paul Hollywood's Big Continental Road Trip,SHOW,2017,58,"['documentation', 'european']",['GB'],1,7.4,206
2675,HiGH&LOW The Movie 2: End of Sky,MOVIE,2017,124,['action'],['JP'],,7.1,396
2676,Sand Storm,MOVIE,2017,87,['drama'],['IL'],,6.8,3492
2677,CIA: Comrade In America,MOVIE,2017,134,"['romance', 'drama', 'action']",['IN'],,6.4,3064
2678,The Art of Loving: Story of Michalina Wislocka,MOVIE,2017,121,"['drama', 'comedy', 'romance', 'european']",['PL'],,7.1,3690
2679,ReMastered: Who Killed Jam Master Jay?,MOVIE,2018,58,"['music', 'documentation']",['US'],,6.5,768
2680,Love Beats Rhymes,MOVIE,2017,105,['drama'],['US'],,5.4,1057
2681,Burning Sands,MOVIE,2017,105,"['drama', 'thriller', 'action']",['US'],,6,2828
2682,Judd Apatow: The Return,MOVIE,2017,69,['comedy'],['US'],,6.2,1321
2683,"Heidi, bienvenida a casa",SHOW,2017,46,"['comedy', 'family']",['AR'],1,6.2,20
2684,Up Among the Stars,MOVIE,2018,86,"['drama', 'european']",['ES'],,6.2,496
2685,Sabrina,MOVIE,2018,98,"['thriller', 'horror']","['SG', 'ID', 'MY']",,4.2,1712
2686,Jailbreak,MOVIE,2017,100,"['action', 'comedy']",['KH'],,5.4,1445
2687,Secrets in the Hot Spring,MOVIE,2018,109,"['horror', 'comedy']",['TW'],,6,749
2688,III Smoking Barrels,MOVIE,2017,127,['drama'],['IN'],,6.6,123
2689,Iliza Shlesinger: Elder Millennial,MOVIE,2018,72,['comedy'],['US'],,7.2,4033
2690,Manto,MOVIE,2018,112,['drama'],['IN'],,7.3,4222
2691,The Skin of the Wolf,MOVIE,2018,110,"['romance', 'thriller', 'action', 'drama', 'european']",['ES'],,5.8,3019
2692,Being Napoleon,MOVIE,2018,88,['documentation'],['US'],,5.5,124
2693,All Good,MOVIE,2018,93,"['drama', 'comedy', 'european']",['DE'],,6.5,1416
2694,Paradox,MOVIE,2018,73,"['western', 'fantasy', 'music']",['US'],,3.9,711
2695,Monster Island,MOVIE,2017,80,"['comedy', 'fantasy', 'animation', 'family']","['IN', 'MX']",,4.7,728
2696,Invisible,MOVIE,2017,87,['drama'],"['FR', 'AR']",,6,763
2697,Counterpunch,MOVIE,2017,91,['documentation'],['US'],,6.7,903
2698,Weed the People,MOVIE,2018,98,['documentation'],['US'],,7.3,332
2699,Dear Ex,MOVIE,2018,99,"['drama', 'comedy', 'romance']",['TW'],,7.3,6143
2700,Rory Scovel Tries Stand-Up for the First Time,MOVIE,2017,66,"['comedy', 'documentation']",['US'],,6.7,821
2701,Cycle,MOVIE,2018,96,"['drama', 'comedy', 'animation']",['IN'],,8.2,479
2702,How to Stage a Coup,MOVIE,2017,47,['documentation'],['GB'],,6.1,172
2703,Qismat,MOVIE,2018,140,"['romance', 'drama']",['IN'],,8.1,3037
2704,Milada,MOVIE,2017,130,"['drama', 'history', 'european']","['CZ', 'US']",,6.3,1302
2705,Romina,MOVIE,2018,74,"['horror', 'thriller']",['MX'],,2.3,2282
2706,The Most Assassinated Woman in the World,MOVIE,2018,102,"['thriller', 'drama', 'european']","['BE', 'GB', 'US']",,5.3,1076
2707,Jackie: A Tale of Two Sisters,MOVIE,2017,44,['documentation'],"['GB', 'US']",,,
2708,B. A. Pass 2,MOVIE,2017,136,['drama'],['IN'],,2.2,475
2709,A 3 Minute Hug,MOVIE,2018,28,['documentation'],['MX'],,,
2710,Aggretsuko: We Wish You A Metal Christmas,MOVIE,2018,22,"['animation', 'comedy']",['JP'],,,
2711,Kalushi : The Story of Solomon Mahlangu,MOVIE,2017,106,"['drama', 'thriller']",['ZA'],,6.5,309
2712,Franco Escamilla: Por La Anécdota,MOVIE,2018,66,['comedy'],['MX'],,6.9,302
2713,"Michael Bolton's Big, Sexy Valentine's Day Special",MOVIE,2017,54,"['comedy', 'music', 'romance']",['US'],,6.7,2102
